Time started: 2025-07-21 21:56:34.331187
Backend: garnet_mock
Problems: ['Random Number Generator', 'Quantum Fourier Transform', 'Bernstein-Vazirani', "Grover's Algorithm", 'Quantum Phase Estimation']

Problem, Nickname, Results, Shots, Time (ms), Quantum Usage Estimation, Metadata
Grover's Algorithm,N/A,"{'11': 378, '00': 422}",800,10169.386,N/A,"Iterations: 1, Target string: 00"
Grover's Algorithm,N/A,"{'00': 429, '11': 471}",900,10906.934,N/A,"Iterations: 1, Target string: 11"
Grover's Algorithm,N/A,"{'00': 449, '11': 451}",900,10036.006,N/A,"Iterations: 1, Target string: 01"
Grover's Algorithm,N/A,"{'00': 436, '11': 464}",900,10535.392,N/A,"Iterations: 1, Target string: 01"
Grover's Algorithm,N/A,"{'11': 504, '00': 496}",1000,10606.230,N/A,"Iterations: 1, Target string: 00"
Grover's Algorithm,N/A,"{'00': 500, '11': 500}",1000,9904.653,N/A,"Iterations: 1, Target string: 00"
Grover's Algorithm,N/A,"{'00': 505, '11': 495}",1000,10674.143,N/A,"Iterations: 1, Target string: 01"
Grover's Algorithm,N/A,"{'0000': 23, '1111': 25, '1100': 30, '0011': 22}",100,10868.376,N/A,"Iterations: 1, Target string: 1110"
Grover's Algorithm,N/A,"{'1111': 27, '0000': 28, '1011': 21, '0100': 24}",100,10059.919,N/A,"Iterations: 1, Target string: 0111"
Grover's Algorithm,N/A,"{'1010': 29, '0000': 25, '1111': 22, '0101': 24}",100,10553.817,N/A,"Iterations: 1, Target string: 1001"
Grover's Algorithm,N/A,"{'1001': 53, '0110': 57, '1111': 49, '0000': 41}",200,10568.496,N/A,"Iterations: 1, Target string: 0111"
Grover's Algorithm,N/A,"{'0101': 47, '0000': 51, '1010': 48, '1111': 54}",200,10007.049,N/A,"Iterations: 1, Target string: 1000"
Grover's Algorithm,N/A,"{'1100': 47, '0011': 54, '0000': 49, '1111': 50}",200,10734.438,N/A,"Iterations: 1, Target string: 1001"
Grover's Algorithm,N/A,"{'0000': 78, '1011': 78, '1111': 77, '0100': 67}",300,10072.730,N/A,"Iterations: 1, Target string: 1001"
Grover's Algorithm,N/A,"{'0011': 73, '1111': 91, '0000': 67, '1100': 69}",300,10824.509,N/A,"Iterations: 1, Target string: 1100"
Grover's Algorithm,N/A,"{'0000': 74, '1010': 83, '1111': 67, '0101': 76}",300,10057.052,N/A,"Iterations: 1, Target string: 1000"
Grover's Algorithm,N/A,"{'0001': 119, '0000': 105, '1111': 85, '1110': 91}",400,9879.787,N/A,"Iterations: 1, Target string: 0100"
Grover's Algorithm,N/A,"{'1111': 98, '0000': 101, '1010': 111, '0101': 90}",400,12136.381,N/A,"Iterations: 1, Target string: 0111"
Grover's Algorithm,N/A,"{'1010': 96, '1111': 95, '0000': 108, '0101': 101}",400,10495.412,N/A,"Iterations: 1, Target string: 0101"
Grover's Algorithm,N/A,"{'0000': 113, '1111': 136, '0100': 136, '1011': 115}",500,10706.017,N/A,"Iterations: 1, Target string: 0000"
Grover's Algorithm,N/A,"{'1111': 110, '1010': 138, '0000': 116, '0101': 136}",500,10486.222,N/A,"Iterations: 1, Target string: 1000"
Grover's Algorithm,N/A,"{'0000': 129, '1010': 127, '1111': 122, '0101': 122}",500,10536.254,N/A,"Iterations: 1, Target string: 0100"
Grover's Algorithm,N/A,"{'1111': 166, '0000': 135, '0100': 147, '1011': 152}",600,10001.879,N/A,"Iterations: 1, Target string: 1110"
Grover's Algorithm,N/A,"{'0000': 135, '1010': 178, '0101': 135, '1111': 152}",600,10824.237,N/A,"Iterations: 1, Target string: 0010"
Grover's Algorithm,N/A,"{'1111': 164, '0000': 141, '0001': 143, '1110': 152}",600,16264.597,N/A,"Iterations: 1, Target string: 0101"
Grover's Algorithm,N/A,"{'0110': 176, '0000': 174, '1001': 169, '1111': 181}",700,10424.678,N/A,"Iterations: 1, Target string: 1011"
Grover's Algorithm,N/A,"{'0000': 156, '1010': 201, '0101': 178, '1111': 165}",700,10423.981,N/A,"Iterations: 1, Target string: 1110"
Grover's Algorithm,N/A,"{'1100': 168, '0000': 180, '1111': 166, '0011': 186}",700,10236.530,N/A,"Iterations: 1, Target string: 1010"
Grover's Algorithm,N/A,"{'1111': 193, '1011': 189, '0000': 206, '0100': 212}",800,9920.753,N/A,"Iterations: 1, Target string: 0111"
Grover's Algorithm,N/A,"{'1111': 201, '0000': 215, '0101': 191, '1010': 193}",800,10124.943,N/A,"Iterations: 1, Target string: 1111"
Grover's Algorithm,N/A,"{'1111': 196, '0000': 201, '1100': 204, '0011': 199}",800,10662.842,N/A,"Iterations: 1, Target string: 1100"
Grover's Algorithm,N/A,"{'1111': 238, '1010': 225, '0000': 229, '0101': 208}",900,10554.934,N/A,"Iterations: 1, Target string: 0100"
Grover's Algorithm,N/A,"{'0000': 204, '1111': 240, '0110': 197, '1001': 259}",900,10656.275,N/A,"Iterations: 1, Target string: 0001"
Grover's Algorithm,N/A,"{'0110': 216, '1001': 220, '0000': 230, '1111': 234}",900,10253.956,N/A,"Iterations: 1, Target string: 0001"
Grover's Algorithm,N/A,"{'0101': 253, '1111': 255, '1010': 243, '0000': 249}",1000,10110.712,N/A,"Iterations: 1, Target string: 1010"
Grover's Algorithm,N/A,"{'1111': 249, '0000': 254, '0101': 248, '1010': 249}",1000,10824.487,N/A,"Iterations: 1, Target string: 0100"
Grover's Algorithm,N/A,"{'1111': 238, '1110': 252, '0001': 256, '0000': 254}",1000,10167.341,N/A,"Iterations: 1, Target string: 1010"
Grover's Algorithm,N/A,"{'001101': 25, '110010': 23, '000000': 27, '111111': 25}",100,11252.445,N/A,"Iterations: 1, Target string: 101001"
Grover's Algorithm,N/A,"{'000000': 25, '000111': 27, '111111': 25, '111000': 23}",100,11899.291,N/A,"Iterations: 1, Target string: 001001"
Grover's Algorithm,N/A,"{'111111': 30, '110010': 22, '001101': 23, '000000': 25}",100,12824.208,N/A,"Iterations: 1, Target string: 101111"
Grover's Algorithm,N/A,"{'000000': 20, '010000': 25, '100100': 22, '111111': 35, '001011': 27, '011011': 24, '110100': 22, '101111': 25}",200,11298.249,N/A,"Iterations: 1, Target string: 101111"
Grover's Algorithm,N/A,"{'000000': 53, '001100': 47, '110011': 53, '111111': 47}",200,10260.362,N/A,"Iterations: 1, Target string: 101010"
Grover's Algorithm,N/A,"{'011111': 22, '001100': 29, '010011': 19, '101100': 28, '110011': 26, '100000': 27, '111111': 22, '000000': 27}",200,10986.693,N/A,"Iterations: 1, Target string: 101011"
Grover's Algorithm,N/A,"{'010010': 77, '101101': 77, '111111': 73, '000000': 73}",300,11447.712,N/A,"Iterations: 1, Target string: 101101"
Grover's Algorithm,N/A,"{'111110': 34, '111111': 40, '010101': 38, '000000': 33, '101010': 40, '010100': 36, '101011': 36, '000001': 43}",300,10802.121,N/A,"Iterations: 1, Target string: 010100"
Grover's Algorithm,N/A,"{'000000': 67, '010100': 82, '101011': 78, '111111': 73}",300,11214.617,N/A,"Iterations: 1, Target string: 110101"
Grover's Algorithm,N/A,"{'110100': 112, '111111': 96, '000000': 94, '001011': 98}",400,11812.021,N/A,"Iterations: 1, Target string: 011100"
Grover's Algorithm,N/A,"{'011010': 89, '100101': 94, '000000': 104, '111111': 113}",400,11655.038,N/A,"Iterations: 1, Target string: 101110"
Grover's Algorithm,N/A,"{'000000': 88, '001011': 113, '110100': 96, '111111': 103}",400,11545.718,N/A,"Iterations: 1, Target string: 011010"
Grover's Algorithm,N/A,"{'110100': 60, '110111': 61, '111100': 52, '000011': 68, '001011': 69, '000000': 69, '001000': 50, '111111': 71}",500,11326.338,N/A,"Iterations: 1, Target string: 001110"
Grover's Algorithm,N/A,"{'001000': 99, '111111': 129, '000000': 137, '110111': 135}",500,11643.056,N/A,"Iterations: 1, Target string: 000011"
Grover's Algorithm,N/A,"{'100000': 66, '101110': 54, '010001': 69, '000000': 61, '111111': 60, '110001': 61, '011111': 59, '001110': 70}",500,11154.477,N/A,"Iterations: 1, Target string: 101100"
Grover's Algorithm,N/A,"{'111111': 81, '000111': 77, '101111': 61, '101000': 96, '111000': 74, '000000': 70, '010111': 69, '010000': 72}",600,11662.858,N/A,"Iterations: 1, Target string: 101010"
Grover's Algorithm,N/A,"{'111111': 162, '010011': 147, '000000': 140, '101100': 151}",600,11261.567,N/A,"Iterations: 1, Target string: 100011"
Grover's Algorithm,N/A,"{'111111': 142, '010110': 152, '101001': 166, '000000': 140}",600,11822.349,N/A,"Iterations: 1, Target string: 110010"
Grover's Algorithm,N/A,"{'111111': 101, '000000': 88, '000001': 74, '111011': 103, '000101': 72, '111110': 86, '000100': 92, '111010': 84}",700,11161.197,N/A,"Iterations: 1, Target string: 100100"
Grover's Algorithm,N/A,"{'000000': 167, '011000': 175, '100111': 190, '111111': 168}",700,11986.463,N/A,"Iterations: 1, Target string: 111101"
Grover's Algorithm,N/A,"{'011101': 186, '100010': 162, '000000': 174, '111111': 178}",700,11159.787,N/A,"Iterations: 1, Target string: 111010"
Grover's Algorithm,N/A,"{'100110': 189, '000000': 203, '011001': 204, '111111': 204}",800,11462.398,N/A,"Iterations: 1, Target string: 101100"
Grover's Algorithm,N/A,"{'100101': 188, '011010': 233, '111111': 197, '000000': 182}",800,12968.287,N/A,"Iterations: 1, Target string: 100111"
Grover's Algorithm,N/A,"{'000000': 193, '001110': 235, '111111': 227, '110001': 245}",900,11810.515,N/A,"Iterations: 1, Target string: 110110"
Grover's Algorithm,N/A,"{'000000': 122, '110000': 102, '001101': 130, '001111': 125, '000010': 94, '111111': 121, '111101': 93, '110010': 113}",900,11969.126,N/A,"Iterations: 1, Target string: 110011"
Grover's Algorithm,N/A,"{'100110': 242, '011001': 216, '111111': 214, '000000': 228}",900,13178.372,N/A,"Iterations: 1, Target string: 111111"
Grover's Algorithm,N/A,"{'111111': 259, '000000': 249, '101010': 247, '010101': 245}",1000,11165.537,N/A,"Iterations: 1, Target string: 101001"
Grover's Algorithm,N/A,"{'100011': 262, '011100': 280, '000000': 216, '111111': 242}",1000,12405.498,N/A,"Iterations: 1, Target string: 000000"
Grover's Algorithm,N/A,"{'001111': 125, '000000': 121, '111101': 129, '111111': 129, '110010': 126, '110000': 128, '000010': 121, '001101': 121}",1000,12422.310,N/A,"Iterations: 1, Target string: 000101"
Grover's Algorithm,N/A,"{'01010001': 12, '10101110': 13, '11111111': 15, '10001110': 18, '00000000': 14, '00100000': 12, '01110001': 11, '11011111': 5}",100,242768.189,N/A,"Iterations: 1, Target string: 10111001"
Grover's Algorithm,N/A,"{'10001000': 7, '10101001': 15, '00100001': 11, '00000000': 11, '01010110': 14, '11011110': 11, '01110111': 16, '11111111': 15}",100,12515.804,N/A,"Iterations: 1, Target string: 11010011"
Grover's Algorithm,N/A,"{'00010000': 16, '11111111': 13, '00100011': 14, '11101111': 10, '00110011': 19, '00000000': 11, '11001100': 7, '11011100': 10}",100,13449.144,N/A,"Iterations: 1, Target string: 11001100"
Grover's Algorithm,N/A,"{'11111111': 22, '11011111': 28, '11011100': 15, '00000000': 29, '00100000': 29, '00000011': 22, '00100011': 27, '11111100': 28}",200,15464.411,N/A,"Iterations: 1, Target string: 01110111"
Grover's Algorithm,N/A,"{'00100111': 24, '01001000': 35, '11111111': 25, '00000000': 26, '01101111': 25, '10010000': 20, '11011000': 21, '10110111': 24}",200,14131.046,N/A,"Iterations: 1, Target string: 01000111"
Grover's Algorithm,N/A,"{'00000000': 87, '00100011': 67, '11011100': 74, '11111111': 72}",300,13659.987,N/A,"Iterations: 1, Target string: 11011001"
Grover's Algorithm,N/A,"{'01110010': 43, '10001101': 30, '00000000': 49, '11111111': 42, '10000000': 36, '01111111': 36, '11110010': 37, '00001101': 27}",300,15034.572,N/A,"Iterations: 1, Target string: 10110100"
Grover's Algorithm,N/A,"{'00000000': 93, '01111100': 112, '11111111': 95, '10000011': 100}",400,366882.558,N/A,"Iterations: 1, Target string: 11111011"
Grover's Algorithm,N/A,"{'11111111': 53, '00000000': 50, '11001110': 51, '00110001': 51, '00001110': 43, '11110001': 47, '00111111': 53, '11000000': 52}",400,12809.851,N/A,"Iterations: 1, Target string: 00100100"
Grover's Algorithm,N/A,"{'11011101': 57, '01110111': 41, '01010101': 47, '00100010': 40, '11111111': 55, '10101010': 51, '10001000': 59, '00000000': 50}",400,14186.226,N/A,"Iterations: 1, Target string: 00100100"
Grover's Algorithm,N/A,"{'11011101': 65, '00100010': 65, '01111011': 64, '01011001': 68, '10000100': 54, '00000000': 68, '10100110': 62, '11111111': 54}",500,15811.277,N/A,"Iterations: 1, Target string: 11000011"
Grover's Algorithm,N/A,"{'01101010': 58, '01111011': 48, '00010001': 69, '10010101': 64, '00000000': 58, '10000100': 80, '11101110': 59, '11111111': 64}",500,913107.279,N/A,"Iterations: 1, Target string: 10001110"
Grover's Algorithm,N/A,"{'00000000': 78, '11101001': 89, '11111110': 87, '11111111': 65, '00010110': 65, '11101000': 64, '00000001': 69, '00010111': 83}",600,13743.034,N/A,"Iterations: 1, Target string: 00000100"
Grover's Algorithm,N/A,"{'01110110': 75, '10001001': 78, '00010100': 79, '11111111': 82, '11101011': 72, '10011101': 76, '00000000': 59, '01100010': 79}",600,14101.537,N/A,"Iterations: 1, Target string: 01010000"
Grover's Algorithm,N/A,"{'00100100': 85, '00000000': 83, '10100101': 94, '01011010': 84, '11011011': 103, '01111110': 96, '10000001': 81, '11111111': 74}",700,13760.225,N/A,"Iterations: 1, Target string: 00100110"
Grover's Algorithm,N/A,"{'10111101': 93, '11001010': 78, '00110101': 98, '00000000': 109, '01110111': 94, '10001000': 71, '01000010': 89, '11111111': 68}",700,14239.384,N/A,"Iterations: 1, Target string: 10100000"
Grover's Algorithm,N/A,"{'00001000': 96, '10011111': 115, '11111111': 74, '00000000': 97, '01101000': 100, '11110111': 98, '10010111': 108, '01100000': 112}",800,913375.943,N/A,"Iterations: 1, Target string: 10101110"
Grover's Algorithm,N/A,"{'01100111': 185, '11111111': 193, '10011000': 217, '00000000': 205}",800,14435.754,N/A,"Iterations: 1, Target string: 00101000"
Grover's Algorithm,N/A,"{'00010001': 104, '11111111': 108, '11101110': 102, '01111001': 106, '01101000': 86, '10010111': 104, '00000000': 79, '10000110': 111}",800,14990.703,N/A,"Iterations: 1, Target string: 10101010"
Grover's Algorithm,N/A,"{'00000000': 107, '00010110': 115, '11111111': 114, '00110110': 116, '00100000': 102, '11011111': 115, '11101001': 107, '11001001': 124}",900,12387.233,N/A,"Iterations: 1, Target string: 11111001"
Grover's Algorithm,N/A,"{'01010010': 124, '00000010': 103, '00000000': 104, '11111101': 107, '10101111': 107, '10101101': 103, '01010000': 122, '11111111': 130}",900,14576.991,N/A,"Iterations: 1, Target string: 00011101"
Grover's Algorithm,N/A,"{'10010010': 202, '00000000': 253, '11111111': 213, '01101101': 232}",900,68371.380,N/A,"Iterations: 1, Target string: 01110001"
Grover's Algorithm,N/A,"{'00000000': 125, '11111111': 113, '11001111': 117, '00111000': 127, '00001000': 146, '11000111': 115, '00110000': 137, '11110111': 120}",1000,14134.499,N/A,"Iterations: 1, Target string: 10000011"
Grover's Algorithm,N/A,"{'00000000': 237, '00110110': 234, '11111111': 275, '11001001': 254}",1000,13970.656,N/A,"Iterations: 1, Target string: 11000111"
Quantum Phase Estimation,N/A,"{'0': 49, '1': 51}",100,11072.350,N/A,Phase to estimate: 0.4720180843034661
Quantum Phase Estimation,N/A,"{'1': 51, '0': 49}",100,10344.116,N/A,Phase to estimate: 4.037977325461795
Quantum Phase Estimation,N/A,"{'0': 50, '1': 50}",100,10356.476,N/A,Phase to estimate: 1.5786273350981288
Quantum Phase Estimation,N/A,"{'0': 110, '1': 90}",200,9988.055,N/A,Phase to estimate: 1.9888857440712695
Quantum Phase Estimation,N/A,"{'1': 97, '0': 103}",200,1129654.423,N/A,Phase to estimate: 1.0823054732016018
Quantum Phase Estimation,N/A,"{'0': 89, '1': 111}",200,11388.873,N/A,Phase to estimate: 0.6607660150984939
Quantum Phase Estimation,N/A,"{'0': 144, '1': 156}",300,10900.206,N/A,Phase to estimate: 0.6670969254011515
Quantum Phase Estimation,N/A,"{'1': 159, '0': 141}",300,9855.751,N/A,Phase to estimate: 3.373305717783846
Quantum Phase Estimation,N/A,"{'1': 178, '0': 222}",400,11856.212,N/A,Phase to estimate: 4.02025179406054
Quantum Phase Estimation,N/A,"{'0': 201, '1': 199}",400,11122.867,N/A,Phase to estimate: 0.48548572654055827
Quantum Phase Estimation,N/A,"{'0': 255, '1': 245}",500,11579.444,N/A,Phase to estimate: 5.013822798903472
Quantum Phase Estimation,N/A,"{'0': 256, '1': 244}",500,10705.437,N/A,Phase to estimate: 1.6626940081224777
Quantum Phase Estimation,N/A,"{'0': 307, '1': 293}",600,9996.324,N/A,Phase to estimate: 5.365115706439052

Time ended: 2025-07-22 09:07:17.255803
Time difference: 11 hours; 10 minutes; 42.924616 seconds
